Book_book_name,Book_rating,Book_cover,Book_cover_url,Author,Translator,Publisher,Year,Price
黑笑小说,7.3,https://img3.doubanio.com/view/subject/l/public/s29841704.jpg,https://book.douban.com/subject/30242334/,东野圭吾 , 李盈春 ,北京十月文艺出版社 ,2018,49.5
十一字杀人,6.6,https://img1.doubanio.com/view/subject/l/public/s27889009.jpg,https://book.douban.com/subject/25968496/,东野圭吾 , 叶娉 ,上海译文出版社 ,2014,35
使命与魂的尽头,7.6,https://img3.doubanio.com/view/subject/l/public/s28022364.jpg,https://book.douban.com/subject/26320595/,东野圭吾 , 刘姿君 ,南海出版公司 ,2015,37
没有凶手的杀人夜,7,https://img3.doubanio.com/view/subject/l/public/s28317333.jpg,https://book.douban.com/subject/26438217/,东野圭吾 , 袁斌 ,上海文艺出版社 ,2015,39
白银杰克,6,https://img1.doubanio.com/view/subject/l/public/s28292488.jpg,https://book.douban.com/subject/26378462/,东野圭吾 , 郑悦 ,上海译文出版社 ,2015,36
沉默的巡游,,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,https://book.douban.com/subject/34786086/,东野圭吾 , 边大玉 ,南海出版公司 ,19,55
怪人们,6.6,https://img3.doubanio.com/view/subject/l/public/s29881726.jpg,https://book.douban.com/subject/27181611/,东野圭吾 , 尹月 ,人民文学出版社 ,2018,35
科学？,8,https://img1.doubanio.com/view/subject/l/public/s33461307.jpg,https://book.douban.com/subject/34449302/,东野圭吾 , 冯锦源 ,新星出版社 ,2019,42
鸟人计划,7.1,https://img1.doubanio.com/view/subject/l/public/s28119037.jpg,https://book.douban.com/subject/26276287/,东野圭吾 , 星野空 ,南海出版公司 ,2015,35
毒笑小说,7.4,https://img3.doubanio.com/view/subject/l/public/s28283606.jpg,https://book.douban.com/subject/26599492/,东野圭吾 , 李盈春 ,南海出版公司 ,2015,32
毕业,7.4,https://img3.doubanio.com/view/subject/l/public/s30007923.jpg,https://book.douban.com/subject/30317422/,东野圭吾 , 黄真 ,南海出版公司 ,2019,49.5
濒死之眼,5.8,https://img1.doubanio.com/view/subject/l/public/s27775869.jpg,https://book.douban.com/subject/25968458/,东野圭吾 , 匡匡 ,上海译文出版社 ,2014,35
第十年的情人节,6.6,https://img1.doubanio.com/view/subject/l/public/s29630257.jpg,https://book.douban.com/subject/27170349/,东野圭吾 , 朱田云 ,人民文学出版社 ,2017,39.9
圣女的救济,7.7,https://img3.doubanio.com/view/subject/l/public/s4392925.jpg,https://book.douban.com/subject/4753983/,东野圭吾 , 袁斌 ,当代世界出版社 ,2010,25
绑架游戏,7.6,https://img3.doubanio.com/view/subject/l/public/s24506211.jpg,https://book.douban.com/subject/6831054/,东野圭吾 , 郑悦 ,上海译文出版社 ,2011,22
濒死之眼,6,https://img3.doubanio.com/view/subject/l/public/s24576836.jpg,https://book.douban.com/subject/20375529/,东野圭吾 , 匡匡 ,上海译文出版社 ,2013,26
白银杰克,5.6,https://img3.doubanio.com/view/subject/l/public/s29562271.jpg,https://book.douban.com/subject/26878946/,东野圭吾 , 郑悦 ,上海译文出版社 ,2017,38
只差一个谎言,6.8,https://img3.doubanio.com/view/subject/l/public/s33132344.jpg,https://book.douban.com/subject/30358486/,东野圭吾 , 黄真 ,南海出版公司 ,2019,49.5
没有凶手的暗夜,6.8,https://img1.doubanio.com/view/subject/l/public/s29711387.jpg,https://book.douban.com/subject/27181606/,东野圭吾 , 袁斌 ,人民文学出版社 ,2018,39
虚无的十字架,7.8,https://img1.doubanio.com/view/subject/l/public/s29804217.jpg,https://book.douban.com/subject/30246080/,东野圭吾 , 王蕴洁 , 湖南文艺出版社 ,2018,49.8
空中杀人现场,5.3,https://img1.doubanio.com/view/subject/l/public/s32323947.jpg,https://book.douban.com/subject/30487091/,东野圭吾 , 杨婉蘅 ,南海出版公司 ,2019,35
歪笑小说,7.5,https://img3.doubanio.com/view/subject/l/public/s29860163.jpg,https://book.douban.com/subject/30285335/,东野圭吾 , 王丽丽 ,北京十月文艺出版社 ,2018,49.5
禁忌魔术,6.6,https://img3.doubanio.com/view/subject/l/public/s29402802.jpg,https://book.douban.com/subject/26878945/,东野圭吾 , 叶娉 ,上海译文出版社 ,2017,38
梦回都灵,4.2,https://img1.doubanio.com/view/subject/l/public/s29711388.jpg,https://book.douban.com/subject/27181608/,东野圭吾 , 赵秀娟 ,人民文学出版社 ,2018,35
濒死之眼,6.1,https://img3.doubanio.com/view/subject/l/public/s29449796.jpg,https://book.douban.com/subject/26961113/,东野圭吾 , 匡匡 ,上海译文出版社 ,2017,38
我的老师是侦探,,https://img1.doubanio.com/view/subject/l/public/s33321209.jpg,https://book.douban.com/subject/33442266/,东野圭吾 , 代珂 ,南海出版公司 ,2019,39.5
天使之耳,7.3,https://img3.doubanio.com/view/subject/l/public/s32326953.jpg,https://book.douban.com/subject/33446545/,东野圭吾 , 朱田云 ,人民文学出版社 ,2019,48
布谷鸟的蛋,,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,https://book.douban.com/subject/34786087/,东野圭吾 , 孟海霞 ,南海出版公司 ,2019,49
雪国之劫,,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,https://book.douban.com/subject/34807344/,东野圭吾 , 郑悦 ,北京联合出版公司 ,2019,45
